x,y,z,label_semantikarto,number_of_returns,gps_time,edge_of_flight_line,synthetic,scanner_channel,return_number,scan_direction_flag,probability,withheld,intensity,classification,pc_ID,point_source_id,scan_angle,overlap,user_data,key_point,cluster_label
3.5291862502415645,-0.09893220020016061,9.033390698309852,1,0,53813.64418532486,0,0,0,0,0,0.9999996423721313,0,40418,9,3.0,0,0,0,0,0,0
3.5432014504263356,-0.08502829959682354,9.028174399952485,1,0,53813.64418532486,0,0,0,0,0,0.9999996423721313,0,38024,9,3.0,0,0,0,0,0,0
3.5432014504263356,-0.08502829959682354,9.028174399952485,1,0,53813.64418532486,0,0,0,0,0,0.9999996423721313,0,38024,9,3.0,0,0,0,0,0,0
3.3871116497306937,-0.17497360025212982,9.063539398660344,1,0,53813.649190207674,0,0,0,0,0,0.9976761937141418,0,29749,9,3.0,0,0,0,0,0,0
3.3979682503272524,-0.17405279979667873,9.053377499976962,1,0,53813.649190207674,0,0,0,0,0,0.9976761937141418,0,40964,9,3.0,0,0,0,0,0,0
3.4097556501418254,-0.17714039996197029,9.040204099576975,1,0,53813.649190207674,0,0,0,0,0,0.9976761937141418,0,43902,9,3.0,0,0,0,0,0,0
3.420742049743207,-0.1682166000413823,9.035035701580806,1,0,53813.649190207674,0,0,0,0,0,0.999998927116394,0,43890,9,3.0,0,0,0,0,0,0
3.437808950086261,-0.1523305998888043,9.032773300704836,1,0,53813.649190207674,0,0,0,0,0,0.999998927116394,0,42427,9,3.0,0,0,0,0,0,0
3.4527778499946664,-0.14343379997101138,9.026545998862975,1,0,53813.649190207674,0,0,0,0,0,0.999998927116394,0,38928,9,3.0,0,0,0,0,0,0
3.465824150309186,-0.1295219997398469,9.023344201081999,1,0,53813.649190207674,0,0,0,0,0,0.999998927116394,0,33131,9,3.0,0,0,0,0,0,0
3.48077004965896,-0.12262579966903009,9.01611849986817,1,0,53813.649190207674,0,0,0,0,0,0.9999996423721313,0,32026,9,3.0,0,0,0,0,0,0
3.4979591500969356,-0.10073680051559256,9.018851099865566,1,0,53813.649190207674,0,0,0,0,0,0.9999996423721313,0,34179,9,3.0,0,0,0,0,0,0
3.444660149870177,-0.3615193004639055,8.844786000972661,1,0,53813.649190207674,0,0,0,0,0,0.9986145496368408,0,24992,9,3.0,0,0,0,0,0,0
3.458591449787561,-0.3556164997756695,8.837575800468649,1,0,53813.649190207674,0,0,0,0,0,0.9986145496368408,0,38794,9,3.0,0,0,0,0,0,0
3.4715080497541813,-0.3507076999363144,8.829381201116334,1,0,53813.649190207674,0,0,0,0,0,0.9986145496368408,0,42751,9,3.0,0,0,0,0,0,0
3.482456149993391,-0.34478440008196914,8.823215099222846,1,0,53813.649190207674,0,0,0,0,0,0.9999396800994873,0,43377,9,3.0,0,0,0,0,0,0
3.482456149993391,-0.34478440008196914,8.823215099222846,1,0,53813.649190207674,0,0,0,0,0,0.9999396800994873,0,43377,9,3.0,0,0,0,0,0,0
3.496387449910775,-0.3388816000882669,8.816004798585048,1,0,53813.649190207674,0,0,0,0,0,0.9999396800994873,0,43010,9,3.0,0,0,0,0,0,0
3.5094108501850387,-0.32597040016647366,8.811803900495615,1,0,53813.649190207674,0,0,0,0,0,0.9999396800994873,0,42535,9,3.0,0,0,0,0,0,0
3.3791541503003506,-0.14592780012629963,9.053637099543781,1,0,53813.65419509049,0,0,0,0,0,0.9976761937141418,0,22056,9,3.0,0,0,0,0,0,0
3.388973250028174,-0.14700160013456692,9.041491601569854,1,0,53813.65419509049,0,0,0,0,0,0.9976761937141418,0,35336,9,3.0,0,0,0,0,0,0
3.4039497502425697,-0.13910409966427426,9.036265000356387,1,0,53813.65419509049,0,0,0,0,0,0.9976761937141418,0,38097,9,3.0,0,0,0,0,0,0
3.4392814498054056,-0.09433460013578662,9.038715099280177,1,0,53813.65419509049,0,0,0,0,0,0.9999998807907104,0,38203,9,3.0,0,0,0,0,0,0
3.4543266496752074,-0.081436000446809,9.03548450120221,1,0,53813.65419509049,0,0,0,0,0,0.9999998807907104,0,40596,9,3.0,0,0,0,0,0,0
3.4692802498493465,-0.0725398999245869,9.028257299802231,1,0,53813.65419509049,0,0,0,0,0,0.9999998807907104,0,40668,9,3.0,0,0,0,0,0,0
3.4283637503247935,-0.3564277000139868,8.823020701314546,1,0,53813.65419509049,0,0,0,0,0,0.9927318692207336,0,42721,9,3.0,0,0,0,0,0,0
3.4283637503247935,-0.3564277000139868,8.823020701314546,1,0,53813.65419509049,0,0,0,0,0,0.9927318692207336,0,42721,9,3.0,0,0,0,0,0,0
3.440166449873633,-0.35951470010204584,8.810847198652061,1,0,53813.65419509049,0,0,0,0,0,0.9999978542327881,0,43402,9,3.0,0,0,0,0,0,0
3.449031849877823,-0.3575806997989417,8.800714100265669,1,0,53813.65419509049,0,0,0,0,0,0.9999978542327881,0,43215,9,3.0,0,0,0,0,0,0
3.4609260500000394,-0.3556652004881065,8.79253650180932,1,0,53813.65419509049,0,0,0,0,0,0.9999978542327881,0,43169,9,3.0,0,0,0,0,0,0
3.4748039499962835,-0.3517642998141838,8.782328000862707,1,0,53813.65419509049,0,0,0,0,0,0.9999396800994873,0,43197,9,3.0,0,0,0,0,0,0
3.4857444503948662,-0.34684100019197717,8.776162700039494,1,0,53813.65419509049,0,0,0,0,0,0.9999396800994873,0,43037,9,3.0,0,0,0,0,0,0
3.4996681500062605,-0.33893949990133476,8.766951200233095,1,0,53813.65419509049,0,0,0,0,0,0.9999396800994873,0,43118,9,3.0,0,0,0,0,0,0
3.5126838503868845,-0.3290276005858529,8.763752399183192,1,0,53813.65419509049,0,0,0,0,0,0.9999396800994873,0,42600,9,3.0,0,0,0,0,0,0
3.3961524501102844,-0.10105399967383133,9.033355201793611,1,0,53813.6591999733,0,0,0,0,0,0.9998646974563599,0,33361,9,3.0,0,0,0,0,0,0
3.4153022498636565,-0.08117939936558294,9.03406009994061,1,0,53813.6591999733,0,0,0,0,0,0.9998646974563599,0,37746,9,3.0,0,0,0,0,0,0
